,loss,accuracy,cfd_image,val_loss,val_accuracy,val_cfd_image
0,1.8553732843429316e-06,0.9659363627433777,0.22109945118427277,1.46692480029742e-06,0.9684740900993347,0.20247936248779297
1,1.8586971464173985e-06,0.9659132957458496,0.22089090943336487,1.8187129171565175e-06,0.9718589782714844,0.2073688507080078
2,1.8561374872660963e-06,0.9662926197052002,0.22076329588890076,1.495907213211467e-06,0.9718138575553894,0.19599056243896484
3,1.8504397303331643e-06,0.9656597971916199,0.22158187627792358,1.5477183978873654e-06,0.9691594243049622,0.20710308849811554
4,1.8301778936802293e-06,0.9660933613777161,0.2199862152338028,1.437589958186436e-06,0.9699668884277344,0.20575332641601562
5,1.850049443419266e-06,0.9663621187210083,0.22044390439987183,1.567103595334629e-06,0.9718735814094543,0.20149452984333038
6,1.8632639466886758e-06,0.9661409258842468,0.22117070853710175,1.5184224366748822e-06,0.9627494812011719,0.2148682326078415
7,1.8591582602311973e-06,0.9666194915771484,0.22002623975276947,1.4182631957737613e-06,0.9706071019172668,0.20825164020061493
8,1.8559668433226761e-06,0.9663941264152527,0.2206043004989624,1.547988517813792e-06,0.9706007838249207,0.20534546673297882
9,1.8535232584326877e-06,0.966152012348175,0.2208164930343628,1.5874678638283513e-06,0.9687620997428894,0.20769564807415009
10,1.8337906340093468e-06,0.9663105010986328,0.22011007368564606,1.653904291742947e-06,0.9700438380241394,0.2008482664823532
11,1.8630042859513196e-06,0.966444194316864,0.22070550918579102,1.5343053973992937e-06,0.96388179063797,0.21134121716022491
12,1.8686037037696224e-06,0.9662272930145264,0.22154513001441956,1.631154191272799e-06,0.9711081385612488,0.2025604248046875
13,1.851062620517041e-06,0.9666138887405396,0.2199627161026001,1.8015066416410264e-06,0.9693965911865234,0.2047230452299118
14,1.8528196505940286e-06,0.9665091037750244,0.22023873031139374,1.4102174645813648e-06,0.9580218195915222,0.21855609118938446
15,1.8345775743000559e-06,0.9660313129425049,0.2197861224412918,1.5271771189873107e-06,0.9676691889762878,0.2118775099515915
16,1.8408017012916389e-06,0.9663289189338684,0.22000615298748016,1.6041263961596997e-06,0.9650141596794128,0.21240074932575226
17,1.8340259657634306e-06,0.9660750031471252,0.22090095281600952,1.878423404377827e-06,0.9709389805793762,0.20494651794433594
18,1.8690873275772901e-06,0.9661935567855835,0.2201816588640213,1.475652311455633e-06,0.9694786071777344,0.19900862872600555
19,1.8461444142303662e-06,0.9661509394645691,0.2206999659538269,1.5836372995181591e-06,0.9700577855110168,0.2068338394165039
20,1.839981223383802e-06,0.9664682149887085,0.2198069989681244,1.4910261825207272e-06,0.9693927764892578,0.19879150390625
21,1.8355337942921324e-06,0.9664294719696045,0.22050315141677856,1.4873343161525554e-06,0.9712886810302734,0.2016763687133789
22,1.8581930589789408e-06,0.9665053486824036,0.2205519676208496,1.7153960243376787e-06,0.9611174464225769,0.22042815387248993
23,1.8417224509903463e-06,0.9661797881126404,0.2199266105890274,1.52547363541089e-06,0.9686234593391418,0.20575332641601562
24,1.8448640730639454e-06,0.9664135575294495,0.22037094831466675,1.3473307944877888e-06,0.9729378819465637,0.18844668567180634
25,1.8673894146559178e-06,0.9663615822792053,0.22063878178596497,1.583791345183272e-06,0.970062255859375,0.20362059772014618
26,1.8628096540851402e-06,0.9660539031028748,0.2216472327709198,1.5901447341093444e-06,0.9722080230712891,0.20580355823040009
27,1.8470763052391703e-06,0.9660091400146484,0.22071218490600586,1.594514628777688e-06,0.9667205810546875,0.2061045914888382
28,1.8381435893388698e-06,0.9664567112922668,0.22031565010547638,1.6852380895215902e-06,0.9726905822753906,0.2057749480009079
29,1.8199564237875165e-06,0.9668530225753784,0.21888142824172974,1.8493370816941024e-06,0.9727573394775391,0.20673592388629913
30,1.8566730659586028e-06,0.9660885334014893,0.22078898549079895,1.4015992064742022e-06,0.9718806147575378,0.19568760693073273
31,1.8516977888793917e-06,0.966480016708374,0.22111175954341888,1.6734935570639209e-06,0.9666830897331238,0.21433734893798828
32,1.86650311206904e-06,0.9660559892654419,0.2207077592611313,1.7425132909920649e-06,0.9654210209846497,0.21328289806842804
33,1.8513736677050474e-06,0.9659668803215027,0.22056350111961365,1.5925243133096956e-06,0.9651457667350769,0.20714028179645538
34,1.8461328181729186e-06,0.9664266109466553,0.2199772447347641,1.3902805449106381e-06,0.9680595397949219,0.2045246809720993
35,1.8514245994083467e-06,0.9662901759147644,0.2197435051202774,1.4960683074605186e-06,0.9695364832878113,0.20448875427246094
36,1.8504234731153701e-06,0.9659097194671631,0.22131912410259247,1.4292915011537843e-06,0.9711748957633972,0.19708029925823212
37,1.8355789279667079e-06,0.966118574142456,0.2202795147895813,1.78892616986559e-06,0.9665088653564453,0.21019522845745087
38,1.8677770867725485e-06,0.9658824801445007,0.22157856822013855,1.545098825772584e-06,0.9667237401008606,0.20473606884479523
39,1.8390032892057206e-06,0.9664183259010315,0.2206827849149704,1.6426138245151378e-06,0.9656384587287903,0.21909205615520477
40,1.8454055634720135e-06,0.9663543701171875,0.21960218250751495,1.8734777995632612e-06,0.9657465815544128,0.20783169567584991
41,1.8513009081289056e-06,0.9658730030059814,0.21998099982738495,1.719752958706522e-06,0.9639205932617188,0.21905517578125
42,1.8517202988732606e-06,0.9666077494621277,0.21972201764583588,1.6630757500024629e-06,0.9652678370475769,0.21782271564006805
43,1.8474310081728618e-06,0.9660040140151978,0.22033192217350006,1.6042384913816932e-06,0.9729569554328918,0.19884903728961945
44,1.8398982319922652e-06,0.9661506414413452,0.2205333709716797,1.6366633417419507e-06,0.9727128148078918,0.20479615032672882
45,1.840203822212061e-06,0.9659537672996521,0.22016769647598267,1.6996060594465234e-06,0.9665622711181641,0.20994536578655243
